student_id,program,cohort,unit_name,trs_score,class_average_trs,aptitude_improvement,logical_ability_improvement,sessions_attended,ai_tutor_usage_days,ai_mentor_usage_days,exam_prep_usage_days,ai_tutor_last_access,badges_earned
S1043,MGB,MGB_Jan24,Digital Marketing,76.82635646281726,77.3536610496148,17.232531551019232,17.137164113877084,4,11,4,2,2025-04-17,"Rapid Improver, Consistent User"
S1043,MGB,MGB_Jan24,Supply Chain,86.00073554897445,85.89918743051564,25.003155153580956,18.997020140339615,6,11,4,5,2025-05-16,
S1043,MGB,MGB_Jan24,Project Management,73.65503130647491,66.86179281107201,20.329992516119795,15.69599406811765,5,8,7,4,2025-05-20,Rapid Improver
S1044,MGB,MGB_Jan24,Applied Statistics,77.14377174462554,75.00344384528866,17.290627281783586,14.168998910916235,5,6,1,5,2025-05-13,"Rapid Improver, Rapid Improver"
S1044,MGB,MGB_Jan24,Digital Marketing,75.48696933634562,73.40182374551873,18.16154604941331,16.96264508756814,6,9,4,1,2025-05-03,"Rapid Improver, Top Performer"
S1044,MGB,MGB_Jan24,Supply Chain,84.24052732016837,86.24048915510284,20.074460409667015,17.1402058373289,4,5,3,6,2025-04-30,"Consistent User, Top Performer"
S1044,MGB,MGB_Jan24,Project Management,87.37889218387181,87.85948209990786,21.509916839869216,15.882773108328015,5,10,3,6,2025-04-14,"Rapid Improver, Consistent User"
S1045,MGB,MGB_Jan24,Applied Statistics,61.95606045306079,60.30482938186667,17.88171382208356,11.378957123701017,5,8,7,5,2025-05-16,"Top Performer, Rapid Improver"
S1045,MGB,MGB_Jan24,Digital Marketing,73.11782223079162,71.32206784450327,19.56635068868954,17.585033242144934,6,9,6,4,2025-05-16,"Consistent User, Rapid Improver"
S1045,MGB,MGB_Jan24,Supply Chain,69.9734724728288,70.80859057139666,16.593640426854197,16.306552759737,6,9,5,5,2025-04-29,Rapid Improver
S1045,MGB,MGB_Jan24,Project Management,79.9804136989738,84.97822100608124,19.522954221347316,15.045999718066788,4,12,2,4,2025-04-27,"Top Performer, Top Performer"
S1046,MGB,MGB_Jan24,Applied Statistics,80.42070080208839,84.93802901424998,21.614760947568172,20.38555310778284,5,10,6,2,2025-05-01,Rapid Improver
S1046,MGB,MGB_Jan24,Digital Marketing,83.47760044860763,75.90703188171858,23.52587309087688,21.129737673278782,5,5,3,3,2025-04-20,"Rapid Improver, Consistent User"
S1046,MGB,MGB_Jan24,Supply Chain,65.03218590022112,69.08161994814574,16.240962271928783,14.28587675372039,5,3,2,1,2025-04-26,"Rapid Improver, Rapid Improver"
S1046,MGB,MGB_Jan24,Project Management,92.25118432317048,83.4660765225477,24.556017950798434,22.068742031423838,5,6,1,6,2025-05-06,"Consistent User, Top Performer"
S1047,MGB,MGB_Jan24,Applied Statistics,79.39760228516788,83.97619195581615,18.172942634925054,16.748583000208782,5,11,1,3,2025-05-16,
S1047,MGB,MGB_Jan24,Digital Marketing,100.0,98.0,22.13282468402497,21.863502452485932,5,6,3,1,2025-05-18,"Top Performer, Top Performer"
S1047,MGB,MGB_Jan24,Supply Chain,54.488736008357975,52.00424176806925,12.421310234460037,13.107369403211248,5,12,7,3,2025-04-29,"Rapid Improver, Consistent User"
S1047,MGB,MGB_Jan24,Project Management,85.1740182813989,90.87805658795531,22.19918943714882,15.75758738091967,5,12,2,3,2025-04-14,"Consistent User, Consistent User"
S1048,MGB,MGB_Jan24,Applied Statistics,72.4296556596152,65.6682089695684,18.310934296077356,17.15508957849045,6,5,2,2,2025-05-20,Top Performer
S1048,MGB,MGB_Jan24,Digital Marketing,71.73354740416514,80.86845677463124,17.12804924049671,19.599605129605536,6,4,2,1,2025-05-18,"Top Performer, Rapid Improver"
S1048,MGB,MGB_Jan24,Supply Chain,75.33822472152929,81.1349564381333,16.626779930155866,18.19152146326924,5,11,6,6,2025-05-07,Consistent User
S1048,MGB,MGB_Jan24,Project Management,94.27434786952297,95.02270705018219,20.85697276045814,20.473790874284283,5,10,1,4,2025-05-19,"Consistent User, Rapid Improver"
S1049,MGB,MGB_Jan24,Applied Statistics,86.90206184849654,88.00076869868138,18.965514103252218,16.01386533416709,6,8,5,2,2025-04-23,Top Performer
S1049,MGB,MGB_Jan24,Digital Marketing,82.6791060802634,78.1786557311782,20.549808124168138,16.122769275744645,6,11,7,4,2025-04-23,"Rapid Improver, Consistent User"
S1049,MGB,MGB_Jan24,Supply Chain,83.42473933582086,84.31992808860743,21.12616985297983,18.81918787446812,6,10,6,1,2025-05-07,Rapid Improver
S1049,MGB,MGB_Jan24,Project Management,77.15772155725664,87.64940636446785,20.291905414705482,22.682202527620092,4,8,7,4,2025-04-20,"Consistent User, Rapid Improver"
S1050,MGB,MGB_Jan24,Applied Statistics,67.93111425031431,62.95157011389535,15.406819530551742,17.147497274658846,4,8,4,1,2025-04-16,"Consistent User, Top Performer"
S1050,MGB,MGB_Jan24,Digital Marketing,92.81394317879985,93.71685713838129,19.676299789455296,18.900436170957114,6,5,4,6,2025-05-21,"Top Performer, Consistent User"
S1050,MGB,MGB_Jan24,Supply Chain,85.19271877490317,83.25080535157934,21.546921443949845,14.834026761482596,5,7,7,4,2025-04-25,Rapid Improver
S1050,MGB,MGB_Jan24,Project Management,63.626013283446795,70.29635320337583,15.221734100859688,15.159961321625751,4,12,6,5,2025-05-17,Top Performer
S1051,MGB,MGB_Jan24,Applied Statistics,56.66898763002233,59.085922520926616,15.20251685628117,13.084141617749056,6,12,7,5,2025-04-14,"Consistent User, Consistent User"
S1051,MGB,MGB_Jan24,Digital Marketing,74.84542840714848,82.43199890225026,21.340344199723088,14.16482984627163,4,5,4,2,2025-05-03,Consistent User
S1051,MGB,MGB_Jan24,Supply Chain,67.2832837260074,67.0198134410049,18.451314010330343,14.204702187458487,5,12,4,3,2025-05-08,Consistent User
S1051,MGB,MGB_Jan24,Project Management,79.51388545638844,80.41238816028806,18.11864878517052,14.298663359210908,4,4,1,3,2025-05-04,Consistent User
S1052,MGB,MGB_Jan24,Applied Statistics,76.50971055729056,77.91107069415725,21.630556884842203,17.136950387371016,6,4,1,3,2025-04-16,"Top Performer, Rapid Improver"
S1052,MGB,MGB_Jan24,Digital Marketing,79.43913662944085,88.71798760966527,18.408256576705792,14.10723496941561,5,4,7,1,2025-05-19,Top Performer
S1052,MGB,MGB_Jan24,Supply Chain,83.03784108203236,81.42209102329714,17.918258152496097,18.913154742821224,5,12,7,2,2025-04-25,Rapid Improver
S1052,MGB,MGB_Jan24,Project Management,73.24919200593519,72.63846325572503,18.46281514645885,18.999830256112887,5,4,6,1,2025-05-07,"Rapid Improver, Consistent User"
S1053,MGB,MGB_Jan24,Applied Statistics,79.06775444724649,79.36721445757507,20.067480072272794,17.76550112654612,6,4,6,1,2025-05-16,"Top Performer, Top Performer"
S1053,MGB,MGB_Jan24,Digital Marketing,65.27435672203218,64.99058068830394,15.542109511701465,13.503107943588969,4,10,3,6,2025-05-14,Top Performer
S1053,MGB,MGB_Jan24,Supply Chain,53.83069675254675,50.0,14.366823600087258,12.242838108651805,6,10,1,3,2025-05-17,"Top Performer, Top Performer"
S1053,MGB,MGB_Jan24,Project Management,80.58878733112924,72.2576640947185,15.950011515225338,20.130589484213974,4,9,5,2,2025-05-17,Rapid Improver
S1054,MGB,MGB_Jan24,Applied Statistics,87.73816205188577,87.99930438597775,25.15736425927033,18.982924176841987,6,5,7,4,2025-04-17,"Rapid Improver, Consistent User"
S1054,MGB,MGB_Jan24,Digital Marketing,92.97981882641318,84.26828554333122,28.581815801568148,20.0466961794122,4,12,2,3,2025-04-21,"Consistent User, Consistent User"
S1054,MGB,MGB_Jan24,Supply Chain,70.15573660233736,68.15680773883969,17.946385501640734,13.441226692974618,4,8,7,3,2025-04-14,"Rapid Improver, Rapid Improver"
S1054,MGB,MGB_Jan24,Project Management,71.32319185353113,76.2251019400201,18.076294637986994,13.488654984420581,4,9,3,1,2025-05-04,"Top Performer, Consistent User"
S1055,MGB,MGB_Jan24,Applied Statistics,77.43513301290969,76.43054908857489,18.984417055855378,14.706565468557312,6,8,3,3,2025-04-14,Rapid Improver
S1055,MGB,MGB_Jan24,Digital Marketing,77.53567196525769,79.46385189662337,20.72955873797136,16.069360001334232,5,7,3,1,2025-04-26,Top Performer
S1055,MGB,MGB_Jan24,Supply Chain,88.44192270957036,88.84421718201368,19.56937208597652,20.418352725045242,6,8,7,3,2025-05-01,"Rapid Improver, Rapid Improver"
S1055,MGB,MGB_Jan24,Project Management,54.51182500080496,53.71778503368232,12.457178293889163,8.291984651718515,6,3,3,2,2025-05-16,"Rapid Improver, Top Performer"
S1056,MGB,MGB_Jan24,Applied Statistics,70.03264461368957,74.79243593514329,15.778485634906332,14.28612901630018,5,3,7,2,2025-05-14,Consistent User
S1056,MGB,MGB_Jan24,Digital Marketing,90.0715358467046,91.14434609642204,23.37111790228916,15.54731997661711,5,6,2,3,2025-05-05,
S1056,MGB,MGB_Jan24,Supply Chain,92.41661197932092,90.39056711688428,21.933736438288918,18.50849318711072,6,4,4,1,2025-05-02,Rapid Improver
S1056,MGB,MGB_Jan24,Project Management,75.5708861484538,68.03703055664407,20.042366557890105,14.668075837166704,4,11,3,5,2025-04-23,"Rapid Improver, Rapid Improver"
S1057,MGB,MGB_Jan24,Applied Statistics,83.20485428135628,78.19195184173648,20.033635089592103,16.06104164503637,5,4,3,5,2025-05-05,"Top Performer, Top Performer"
S1057,MGB,MGB_Jan24,Digital Marketing,68.71476344611334,59.30966494548835,15.180364783091008,14.84748476508772,5,7,2,5,2025-05-22,"Rapid Improver, Rapid Improver"
S1057,MGB,MGB_Jan24,Supply Chain,73.66383487544373,73.43314729534934,20.24592205854649,16.522984319079573,5,11,3,1,2025-05-01,"Consistent User, Consistent User"
S1057,MGB,MGB_Jan24,Project Management,63.90478260064329,55.91611156805701,14.436832297188387,16.128741447766096,4,3,1,1,2025-05-11,Consistent User
S1058,MGB,MGB_Jan24,Applied Statistics,84.02922703533551,92.20132369514937,21.33811791110352,15.642597466163359,6,10,2,3,2025-05-03,"Top Performer, Top Performer"
S1058,MGB,MGB_Jan24,Digital Marketing,81.26901238979598,74.630438119307,21.083249787485034,19.89785198900814,6,4,3,3,2025-05-16,Top Performer
S1058,MGB,MGB_Jan24,Supply Chain,87.12437732188565,83.06207599488239,22.225452999375232,21.879594265137868,5,6,6,5,2025-05-01,"Consistent User, Top Performer"
S1058,MGB,MGB_Jan24,Project Management,65.01247981884664,64.7418395146543,17.46337514935281,12.285244896203622,4,12,6,3,2025-04-15,"Top Performer, Rapid Improver"
S1059,MGB,MGB_Jan24,Applied Statistics,85.17216968774339,75.09276989470582,22.61630349288339,19.86490371266178,6,11,2,5,2025-05-12,"Consistent User, Rapid Improver"
S1059,MGB,MGB_Jan24,Digital Marketing,65.10385397298992,66.02528176154031,17.489466041691404,13.642073495307322,4,7,5,4,2025-05-03,"Consistent User, Rapid Improver"
S1059,MGB,MGB_Jan24,Supply Chain,74.01608226607992,71.13536968888879,16.682121558189,19.15448490819656,5,10,1,6,2025-05-17,"Consistent User, Top Performer"
S1059,MGB,MGB_Jan24,Project Management,92.79705238289615,80.85828419456286,20.09901752676483,17.50356295228272,6,8,1,3,2025-05-13,Consistent User
S1060,MGB,MGB_Jan24,Applied Statistics,88.80764952913644,86.1842161172688,26.054271715312446,15.117975503311595,4,3,1,4,2025-04-19,"Rapid Improver, Top Performer"
S1060,MGB,MGB_Jan24,Digital Marketing,66.4005226556277,65.05302307103703,14.904158325562724,12.197835631688054,5,10,4,4,2025-05-18,Rapid Improver
S1060,MGB,MGB_Jan24,Supply Chain,98.66398969749095,94.20623153031633,27.89298729517442,20.08456886591488,5,5,5,4,2025-05-17,Top Performer
S1060,MGB,MGB_Jan24,Project Management,81.48142978842297,76.87931374603548,19.642072986839537,17.04462982746157,5,12,4,3,2025-05-03,"Consistent User, Top Performer"
S1061,MGB,MGB_Jun24,Applied Statistics,75.37819048068258,79.90709826981367,19.53650808254377,12.82933406173732,4,11,3,2,2025-05-14,"Top Performer, Top Performer"
S1061,MGB,MGB_Jun24,Digital Marketing,91.78843238597943,92.99419867415783,24.397328437922997,21.05709544689241,6,4,6,2,2025-05-12,Rapid Improver
S1061,MGB,MGB_Jun24,Supply Chain,84.68108348552339,90.43736087031493,22.684100231793554,15.219077250027691,4,12,7,1,2025-05-03,"Top Performer, Rapid Improver"
S1061,MGB,MGB_Jun24,Project Management,80.68339408684254,83.61670629414283,22.378101993012255,18.99337921638873,4,11,2,2,2025-04-17,Consistent User
S1062,MGB,MGB_Jun24,Applied Statistics,89.80893665170963,98.0,21.1442040168576,16.81595416719471,4,9,6,5,2025-05-11,Consistent User
S1062,MGB,MGB_Jun24,Digital Marketing,84.35055590946425,79.64829299911867,21.904511830562534,20.238927701357884,4,4,4,2,2025-05-11,Top Performer
S1062,MGB,MGB_Jun24,Supply Chain,75.79340786309889,74.56159889572763,19.815220301723677,14.578210770327171,5,8,1,6,2025-04-25,"Rapid Improver, Rapid Improver"
S1062,MGB,MGB_Jun24,Project Management,56.24617640232603,57.590569014136065,17.588068324550388,11.315814368764107,5,5,3,5,2025-05-01,Consistent User
S1063,MGB,MGB_Jun24,Applied Statistics,96.23976920152143,98.0,24.994222920820462,20.351706876786555,5,10,2,3,2025-04-16,Top Performer
S1063,MGB,MGB_Jun24,Digital Marketing,71.61463418644804,68.94153760388252,17.80823149088577,15.431514853975717,5,8,4,6,2025-04-20,"Rapid Improver, Top Performer"
S1063,MGB,MGB_Jun24,Supply Chain,73.02412229022804,65.68041243197574,17.218743587698693,15.992793949717388,6,5,7,5,2025-04-20,Consistent User
S1063,MGB,MGB_Jun24,Project Management,77.08454619171408,72.96955375725058,16.892144458524957,18.018177510481653,4,8,2,1,2025-04-28,"Consistent User, Consistent User"
S1064,MGB,MGB_Jun24,Applied Statistics,76.84868363868914,72.80596457177396,21.549269287722478,20.3153158860777,5,5,2,6,2025-05-05,Rapid Improver
S1064,MGB,MGB_Jun24,Digital Marketing,75.08814569795726,73.09330195247317,17.881490435339813,16.490811712443058,5,3,5,4,2025-04-19,"Rapid Improver, Consistent User"
S1064,MGB,MGB_Jun24,Supply Chain,69.20929239577877,72.78191180009303,16.115727932431238,15.091704950116313,4,11,7,3,2025-05-21,Top Performer
S1064,MGB,MGB_Jun24,Project Management,78.29775956816944,77.870274123974,18.78620967868665,18.800268395891358,4,6,5,2,2025-04-14,"Consistent User, Top Performer"
S1065,MGB,MGB_Jun24,Applied Statistics,76.71705365084547,82.89818676958748,23.762591718654395,16.710023231732016,6,10,7,6,2025-04-25,"Top Performer, Rapid Improver"
S1065,MGB,MGB_Jun24,Digital Marketing,87.57140067404126,88.25190438805099,21.507756143614166,19.070503690061436,5,8,6,5,2025-05-11,"Rapid Improver, Top Performer"
S1065,MGB,MGB_Jun24,Supply Chain,75.08223852500531,88.88886055699179,18.21663760719755,11.85505138940579,4,6,4,3,2025-05-20,"Top Performer, Consistent User"
S1065,MGB,MGB_Jun24,Project Management,73.45444077128367,71.47433228558171,18.216847431864796,17.426735158174974,4,3,4,6,2025-05-17,Rapid Improver
S1066,MGB,MGB_Jun24,Applied Statistics,73.96297968505021,80.46797853836519,19.398708700215874,18.544043805879603,4,12,4,5,2025-04-14,"Rapid Improver, Top Performer"
S1066,MGB,MGB_Jun24,Digital Marketing,71.47087789440177,67.126204579758,17.44611602612761,14.127844275867664,6,12,2,2,2025-05-20,"Consistent User, Top Performer"
S1066,MGB,MGB_Jun24,Supply Chain,72.22262594179325,78.1155883011911,18.980789902109095,15.834443285529238,4,8,6,2,2025-04-22,"Rapid Improver, Consistent User"
S1066,MGB,MGB_Jun24,Project Management,79.92576617197042,83.22081528222526,18.506226653527428,18.09939903574675,5,8,7,4,2025-05-12,"Rapid Improver, Top Performer"
S1067,MGB,MGB_Jun24,Applied Statistics,72.96321422369623,79.83032116402055,19.576688701886777,21.750990344551017,5,10,6,5,2025-04-13,"Rapid Improver, Consistent User"
S1067,MGB,MGB_Jun24,Digital Marketing,83.16645557234666,84.31558841127219,22.144679867555478,21.291795446852134,5,3,2,4,2025-05-07,"Consistent User, Consistent User"
S1067,MGB,MGB_Jun24,Supply Chain,95.63720997168922,93.10608095490447,23.440613678537336,21.297925169220402,5,8,2,6,2025-05-13,"Rapid Improver, Rapid Improver"
S1067,MGB,MGB_Jun24,Project Management,59.41853425996234,58.72501613015905,15.818322408151475,14.791802874554897,4,3,1,1,2025-04-26,"Top Performer, Rapid Improver"
S1068,MGB,MGB_Jun24,Applied Statistics,85.10010588033423,81.74814277935997,21.075726358621186,24.00709381310253,6,5,3,2,2025-04-15,Top Performer
S1068,MGB,MGB_Jun24,Digital Marketing,56.29704905317525,53.63244805004869,15.340844320658563,11.320586432186268,6,11,2,6,2025-05-06,"Top Performer, Consistent User"
S1068,MGB,MGB_Jun24,Supply Chain,73.38627895289592,75.88587482024145,18.582554739323864,17.454528114760052,6,4,4,3,2025-05-14,Top Performer
S1068,MGB,MGB_Jun24,Project Management,90.2518515325831,90.55920939203106,20.389178721248776,19.209040106042547,5,3,7,3,2025-05-12,"Top Performer, Consistent User"
S1069,MGB,MGB_Jun24,Applied Statistics,84.91611722874318,90.24496346062728,24.117967266203237,18.7870325386184,6,9,4,2,2025-04-25,"Rapid Improver, Rapid Improver"
S1069,MGB,MGB_Jun24,Digital Marketing,86.37501527174389,85.60754550270802,18.770232767240785,18.13570725641031,6,4,3,6,2025-05-01,"Consistent User, Top Performer"
S1069,MGB,MGB_Jun24,Supply Chain,65.6723969075767,70.35500888443639,19.439917856452343,18.48509396135907,5,10,1,4,2025-04-27,Rapid Improver
S1069,MGB,MGB_Jun24,Project Management,75.23620311636093,83.13963861118779,18.535259647108678,15.906557797957943,4,7,3,1,2025-04-29,Consistent User
S1070,MGB,MGB_Jun24,Applied Statistics,99.84687346482953,98.0,27.298474893371964,22.82927786343394,5,12,1,1,2025-04-21,"Consistent User, Consistent User"
S1070,MGB,MGB_Jun24,Digital Marketing,72.31210867346061,66.67697344565104,16.405869538386327,15.141836091150017,6,8,2,1,2025-05-03,Top Performer
S1070,MGB,MGB_Jun24,Supply Chain,84.37613446242707,72.47435562368642,25.992693403273584,16.560604335655114,6,8,6,2,2025-05-19,"Rapid Improver, Rapid Improver"
S1070,MGB,MGB_Jun24,Project Management,71.93680841286609,71.41275095656349,19.10871812882703,16.19118451344081,6,9,1,3,2025-05-05,"Top Performer, Rapid Improver"
S1071,MGB,MGB_Jun24,Applied Statistics,68.00858127996997,73.18607158577738,14.987850003336263,7.931776779640753,5,6,4,4,2025-05-02,"Consistent User, Consistent User"
S1071,MGB,MGB_Jun24,Digital Marketing,68.40640328563839,67.9303131522336,17.020634494843417,15.84732172035643,6,4,7,4,2025-05-02,"Rapid Improver, Consistent User"
S1071,MGB,MGB_Jun24,Supply Chain,87.58127886918177,79.81775264267532,21.933136780036197,19.58921257640469,4,9,4,6,2025-04-15,"Top Performer, Consistent User"
S1071,MGB,MGB_Jun24,Project Management,91.89713724030901,95.92603782908954,25.700213048993483,25.0,5,8,1,6,2025-04-18,Top Performer
S1072,MGB,MGB_Jun24,Applied Statistics,92.99369805601916,92.68211192772795,22.779416527622033,21.569433793972763,5,10,4,6,2025-05-09,Rapid Improver
S1072,MGB,MGB_Jun24,Digital Marketing,80.41714346549786,86.63783343045816,16.691034406994884,17.194578489509347,6,12,1,6,2025-05-15,"Rapid Improver, Rapid Improver"
S1072,MGB,MGB_Jun24,Supply Chain,83.64731015656614,77.28958149481888,20.69441101131226,18.397629613093365,5,11,3,5,2025-05-03,"Top Performer, Rapid Improver"
S1072,MGB,MGB_Jun24,Project Management,93.08562663755428,93.52118986259516,22.45282957178429,20.131968502141962,4,8,5,4,2025-05-06,"Rapid Improver, Top Performer"
S1073,MGB,MGB_Jun24,Applied Statistics,71.33970438636646,65.10518430940992,16.612533532672394,16.418037592265335,4,9,1,5,2025-04-14,Consistent User
S1073,MGB,MGB_Jun24,Digital Marketing,89.96515980083747,82.72437317392689,22.051467439396895,16.78936009362067,6,11,3,3,2025-05-20,"Rapid Improver, Rapid Improver"
S1073,MGB,MGB_Jun24,Supply Chain,57.85374696609046,50.883293320628574,17.46848815031365,12.001717983170993,6,4,1,5,2025-05-10,Consistent User
S1073,MGB,MGB_Jun24,Project Management,75.58690993689126,68.5873788015276,21.16697469402785,15.815441107902995,6,7,7,6,2025-04-13,Consistent User
S1074,MGB,MGB_Jun24,Applied Statistics,85.85734241888167,98.0,17.637128271532116,19.7776545702706,6,10,1,3,2025-05-08,Top Performer
S1074,MGB,MGB_Jun24,Digital Marketing,86.40497563407246,85.47350657462827,23.152619975607493,22.04227266126871,6,10,4,3,2025-05-22,Rapid Improver
S1074,MGB,MGB_Jun24,Supply Chain,96.65535114205969,93.53289986274685,21.01367805561188,23.217294117848684,4,8,7,2,2025-05-02,"Rapid Improver, Consistent User"
S1074,MGB,MGB_Jun24,Project Management,65.89312900473702,50.0,17.696618346960435,15.86442220280928,5,11,1,1,2025-05-08,Top Performer
S1075,MGB,MGB_Jun24,Applied Statistics,67.72260801758318,62.52759886334189,21.696361420032726,16.612048018915797,6,8,6,1,2025-05-03,"Consistent User, Top Performer"
S1075,MGB,MGB_Jun24,Digital Marketing,75.7234362777861,81.86678810580459,19.226928598464774,14.616501904003236,4,3,7,2,2025-05-07,"Consistent User, Consistent User"
S1075,MGB,MGB_Jun24,Supply Chain,76.03063659285681,78.33448680256889,15.222137323067887,15.983828280089876,4,6,1,4,2025-05-14,Consistent User
S1075,MGB,MGB_Jun24,Project Management,77.8156949153704,79.70792343842007,22.45232224020947,16.801027119570275,5,7,1,2,2025-04-25,Rapid Improver
S1076,MGB,MGB_Jun24,Applied Statistics,73.947709018608,72.60682363711955,15.956977788781435,15.527790668414681,6,12,5,4,2025-04-21,Consistent User
S1076,MGB,MGB_Jun24,Digital Marketing,73.29543321292348,78.452170597735,15.60971782998365,14.655342018695883,5,5,4,1,2025-05-16,Top Performer
S1076,MGB,MGB_Jun24,Supply Chain,94.11683616349265,96.03908614546707,23.268663671533506,17.850242851207945,6,9,5,1,2025-04-30,Consistent User
S1076,MGB,MGB_Jun24,Project Management,57.99145560090125,55.33491807476273,15.984517025479557,12.071350355441966,6,3,7,1,2025-04-15,"Top Performer, Top Performer"
S1077,MGB,MGB_Jun24,Applied Statistics,82.22481827438924,80.27897163814012,21.26958874549958,15.699754866897079,6,9,6,5,2025-05-10,"Rapid Improver, Consistent User"
S1077,MGB,MGB_Jun24,Digital Marketing,71.23293065376724,67.06936467551218,20.02772730629036,14.44335307199093,6,3,7,1,2025-05-01,Rapid Improver
S1077,MGB,MGB_Jun24,Supply Chain,76.7527623832428,72.55481003163649,20.946615748683367,13.281456208545283,4,7,3,1,2025-05-19,"Consistent User, Rapid Improver"
S1077,MGB,MGB_Jun24,Project Management,73.30582703262031,74.04231606343548,19.116907342857726,14.916758539993918,6,9,1,6,2025-05-02,"Consistent User, Rapid Improver"
S1078,MGB,MGB_Jun24,Applied Statistics,72.63899453403711,66.17593582763087,19.547983083050177,12.550859576596158,4,11,4,2,2025-04-22,"Consistent User, Consistent User"
S1078,MGB,MGB_Jun24,Digital Marketing,86.66134409805939,88.7419388721467,20.72747974547239,15.767392057946108,5,12,3,1,2025-05-15,Top Performer
S1078,MGB,MGB_Jun24,Supply Chain,84.62840922471325,77.59247685982032,20.15557868695435,20.393164342952524,5,4,4,1,2025-05-05,"Top Performer, Rapid Improver"
S1078,MGB,MGB_Jun24,Project Management,69.05102954825033,65.00390743788117,16.67482057625699,14.095627167030399,4,5,1,1,2025-04-29,"Rapid Improver, Consistent User"
S1079,MGB,MGB_Jun24,Applied Statistics,77.71193079036176,70.97330387103874,19.533449591252108,17.13123217820673,5,9,2,3,2025-04-16,
S1079,MGB,MGB_Jun24,Digital Marketing,93.25903728092095,96.50185293863409,23.177696120342212,21.702738140123763,5,12,5,6,2025-04-17,Consistent User
S1079,MGB,MGB_Jun24,Supply Chain,100.0,98.0,23.94798217508921,19.473026979309918,4,3,2,3,2025-04-16,"Top Performer, Rapid Improver"
S1079,MGB,MGB_Jun24,Project Management,79.44089629133144,82.84498661610382,15.049021173919558,19.466442040283603,4,10,7,6,2025-04-24,"Top Performer, Rapid Improver"
S1080,MGB,MGB_Jun24,Applied Statistics,83.26725671603968,81.79364182187032,20.278169753622876,19.628355710934944,6,11,3,3,2025-05-18,"Rapid Improver, Consistent User"
S1080,MGB,MGB_Jun24,Digital Marketing,79.01126208900352,76.0962118865763,21.106131710813195,19.49073758669182,6,10,7,4,2025-04-16,Rapid Improver
S1080,MGB,MGB_Jun24,Supply Chain,72.81738409819992,67.86104490193138,19.000421578352224,17.547594646113108,5,7,5,6,2025-04-14,Consistent User
S1080,MGB,MGB_Jun24,Project Management,69.49449284618755,65.34204565072058,17.26770046174987,16.57592562676243,4,3,2,3,2025-05-03,Consistent User
S1081,MGB,MGB_Jun24,Applied Statistics,58.37918375737339,58.49917230490693,16.118714259080512,10.311679120886481,4,6,2,2,2025-04-22,
S1081,MGB,MGB_Jun24,Digital Marketing,83.25480707972126,84.57240000466507,21.801401600659897,17.57033381828813,4,10,1,4,2025-05-08,Top Performer
S1081,MGB,MGB_Jun24,Supply Chain,77.5375549418773,77.26134531701626,20.01512077188844,13.963828174593527,6,3,4,2,2025-04-18,Consistent User
S1081,MGB,MGB_Jun24,Project Management,70.88445652558515,72.43525069468957,17.109066307439782,16.361694592583717,4,8,7,4,2025-04-26,"Rapid Improver, Consistent User"
S1082,MGB,MGB_Jun24,Applied Statistics,78.19660308887907,82.50994831095113,17.82375337491549,18.613222177578947,6,8,6,2,2025-04-19,"Top Performer, Rapid Improver"
S1082,MGB,MGB_Jun24,Digital Marketing,78.72125542360719,81.81859427760517,20.196133208078894,14.850179755165762,4,7,1,2,2025-05-22,Consistent User
S1082,MGB,MGB_Jun24,Supply Chain,78.45624985093764,88.26935418541444,14.604648156355417,16.033031854157198,4,9,7,1,2025-05-17,"Consistent User, Rapid Improver"
S1082,MGB,MGB_Jun24,Project Management,79.61499989692658,89.72452732558389,19.960353568103468,18.176698356819905,5,4,2,3,2025-05-09,Rapid Improver
S1083,MGB,MGB_Jun24,Applied Statistics,52.518652812379926,56.21783321446587,15.91796691106934,11.537895950717056,4,8,6,4,2025-04-17,"Top Performer, Consistent User"
S1083,MGB,MGB_Jun24,Digital Marketing,87.21430632226394,81.69878785660175,19.347222506080783,22.372703991507365,4,5,2,1,2025-05-14,Top Performer
S1083,MGB,MGB_Jun24,Supply Chain,82.74184287079673,81.96763836991815,18.362732562230356,17.691866347749677,4,10,2,4,2025-05-11,"Rapid Improver, Rapid Improver"
S1083,MGB,MGB_Jun24,Project Management,86.87160456698342,91.91714024388546,21.829119676093804,20.408718756950677,6,8,2,2,2025-04-22,Consistent User
S1084,MGB,MGB_Jun24,Applied Statistics,64.64898491599139,68.2365493111268,18.975942578100646,12.201516499812296,6,12,7,6,2025-04-30,"Consistent User, Rapid Improver"
S1084,MGB,MGB_Jun24,Digital Marketing,78.10052747758027,79.91726745223681,19.905193942301082,15.02033498362438,5,3,7,1,2025-04-29,Top Performer
S1084,MGB,MGB_Jun24,Supply Chain,75.78273010845999,76.12937771701571,16.97369154598374,16.334483604128927,5,5,7,4,2025-05-13,"Consistent User, Top Performer"
S1084,MGB,MGB_Jun24,Project Management,66.54984085198787,68.90264128184273,14.890357442129389,15.105357777197169,5,11,7,6,2025-04-13,"Rapid Improver, Consistent User"
S1085,MGB,MGB_Jun24,Applied Statistics,85.2549623130783,84.67970471494773,20.90051061435943,21.581200715106952,4,9,6,5,2025-05-07,"Rapid Improver, Rapid Improver"
