faculty_id,program,unit_taught,cohort,session_num,session_date,average_class_trs,num_students_using,histogram_trs,weak_topics,strong_topics
F2004,GMBA,Leadership,GMBA_Feb24,6,2024-05-12,77.74268973203719,58,"[5, 14, 25, 8]","Forecasting, Stats","Strategy, Optimization"
F2004,GMBA,Leadership,GMBA_Aug24,1,2024-06-11,79.85611893192208,51,"[5, 13, 16, 9]","Stats, Regression","Optimization, Machine Learning"
F2004,GMBA,Leadership,GMBA_Aug24,2,2024-10-19,72.58611770614148,43,"[3, 8, 15, 17]","Simulation, Forecasting","Leadership, Optimization"
F2004,GMBA,Leadership,GMBA_Aug24,3,2024-01-28,80.23420219255233,51,"[3, 18, 23, 18]","Simulation, Stats","Leadership, Machine Learning"
F2004,GMBA,Leadership,GMBA_Aug24,4,2024-01-20,74.77386891998317,35,"[5, 17, 21, 8]","Simulation, Regression","Machine Learning, Leadership"
F2004,GMBA,Leadership,GMBA_Aug24,5,2024-10-22,61.378476982662576,35,"[3, 7, 26, 12]","Simulation, Forecasting","Leadership, Machine Learning"
F2004,GMBA,Leadership,GMBA_Aug24,6,2024-07-07,75.49484144078868,44,"[5, 14, 15, 10]","Stats, Simulation","Optimization, Strategy"
F2004,GMBA,Strategy,GMBA_Feb24,1,2024-06-15,76.73927063660602,53,"[1, 17, 20, 20]","Regression, Stats","Optimization, Machine Learning"
F2004,GMBA,Strategy,GMBA_Feb24,2,2024-06-11,78.28559529989666,54,"[5, 7, 19, 17]","Forecasting, Stats","Leadership, Machine Learning"
F2004,GMBA,Strategy,GMBA_Feb24,3,2024-04-06,93.31862996445878,51,"[3, 20, 23, 10]","Simulation, Forecasting","Strategy, Optimization"
F2004,GMBA,Strategy,GMBA_Feb24,4,2024-02-21,72.26508929717684,58,"[3, 18, 21, 14]","Stats, Regression","Strategy, Optimization"
F2004,GMBA,Strategy,GMBA_Feb24,5,2024-12-20,88.0479014761359,36,"[1, 15, 27, 20]","Forecasting, Regression","Machine Learning, Leadership"
F2004,GMBA,Strategy,GMBA_Feb24,6,2024-09-04,79.47186572082737,49,"[1, 19, 18, 8]","Stats, Regression","Leadership, Machine Learning"
F2004,GMBA,Strategy,GMBA_Aug24,1,2024-03-16,85.62189199519864,47,"[2, 16, 29, 17]","Simulation, Forecasting","Strategy, Optimization"
F2004,GMBA,Strategy,GMBA_Aug24,2,2024-01-03,80.20115228923673,44,"[2, 13, 26, 18]","Stats, Forecasting","Optimization, Strategy"
F2004,GMBA,Strategy,GMBA_Aug24,3,2024-01-06,88.44672722301843,52,"[3, 10, 30, 18]","Simulation, Stats","Strategy, Optimization"
F2004,GMBA,Strategy,GMBA_Aug24,4,2024-10-12,79.01641338661395,35,"[4, 14, 29, 25]","Simulation, Forecasting","Machine Learning, Strategy"
F2004,GMBA,Strategy,GMBA_Aug24,5,2024-03-16,74.17079859771863,43,"[1, 8, 18, 21]","Stats, Regression","Strategy, Leadership"
F2004,GMBA,Strategy,GMBA_Aug24,6,2024-12-23,82.5543557487494,47,"[3, 14, 28, 19]","Simulation, Regression","Leadership, Optimization"
F2005,GMBA,Business Analytics,GMBA_Feb24,1,2024-01-27,82.07191704840065,43,"[4, 8, 23, 25]","Forecasting, Simulation","Optimization, Strategy"
F2005,GMBA,Business Analytics,GMBA_Feb24,2,2024-04-05,82.81823416801208,53,"[4, 13, 23, 12]","Stats, Simulation","Leadership, Optimization"
F2005,GMBA,Business Analytics,GMBA_Feb24,3,2024-10-01,86.27393282671922,56,"[3, 19, 27, 18]","Regression, Simulation","Leadership, Optimization"
F2005,GMBA,Business Analytics,GMBA_Feb24,4,2024-02-17,79.12313146693434,53,"[5, 15, 28, 19]","Simulation, Regression","Optimization, Strategy"
F2005,GMBA,Business Analytics,GMBA_Feb24,5,2024-07-01,83.47600526940063,41,"[2, 16, 17, 20]","Forecasting, Simulation","Strategy, Optimization"
F2005,GMBA,Business Analytics,GMBA_Feb24,6,2024-01-15,70.048535921545,54,"[3, 12, 25, 24]","Forecasting, Simulation","Strategy, Optimization"
F2005,GMBA,Business Analytics,GMBA_Aug24,1,2024-06-19,79.95063833097757,53,"[3, 19, 15, 15]","Simulation, Forecasting","Machine Learning, Optimization"
F2005,GMBA,Business Analytics,GMBA_Aug24,2,2024-04-28,86.00315821047101,59,"[2, 13, 19, 19]","Simulation, Regression","Leadership, Machine Learning"
F2005,GMBA,Business Analytics,GMBA_Aug24,3,2024-07-11,79.95114311403135,35,"[3, 7, 15, 15]","Forecasting, Stats","Machine Learning, Leadership"
F2005,GMBA,Business Analytics,GMBA_Aug24,4,2024-06-11,84.1456549938319,49,"[3, 7, 29, 18]","Simulation, Stats","Leadership, Optimization"
F2005,GMBA,Business Analytics,GMBA_Aug24,5,2024-09-19,80.4571671391651,56,"[1, 16, 18, 20]","Regression, Forecasting","Optimization, Strategy"
F2005,GMBA,Business Analytics,GMBA_Aug24,6,2024-09-23,78.85080466437181,51,"[1, 7, 19, 8]","Regression, Simulation","Leadership, Strategy"
F2005,GMBA,Corporate Finance,GMBA_Feb24,1,2024-03-25,94.94690152469119,39,"[4, 16, 30, 12]","Stats, Forecasting","Machine Learning, Optimization"
F2005,GMBA,Corporate Finance,GMBA_Feb24,2,2024-05-25,84.1922261342214,45,"[2, 10, 16, 11]","Regression, Stats","Leadership, Machine Learning"
F2005,GMBA,Corporate Finance,GMBA_Feb24,3,2024-07-08,81.49186014650186,42,"[4, 13, 27, 12]","Stats, Forecasting","Leadership, Optimization"
F2005,GMBA,Corporate Finance,GMBA_Feb24,4,2024-08-14,85.95662585415793,39,"[3, 15, 28, 20]","Regression, Simulation","Machine Learning, Strategy"
F2005,GMBA,Corporate Finance,GMBA_Feb24,5,2024-06-10,79.65443092939084,52,"[3, 8, 17, 25]","Simulation, Stats","Optimization, Machine Learning"
F2005,GMBA,Corporate Finance,GMBA_Feb24,6,2024-05-27,82.97137383728449,35,"[5, 18, 17, 22]","Simulation, Forecasting","Leadership, Machine Learning"
F2005,GMBA,Corporate Finance,GMBA_Aug24,1,2024-11-16,77.4510313595613,35,"[4, 15, 27, 17]","Simulation, Regression","Optimization, Leadership"
F2005,GMBA,Corporate Finance,GMBA_Aug24,2,2024-11-01,70.4309702114694,36,"[4, 7, 21, 25]","Simulation, Regression","Leadership, Strategy"
F2005,GMBA,Corporate Finance,GMBA_Aug24,3,2024-03-25,88.96150165874774,46,"[2, 20, 28, 22]","Regression, Stats","Optimization, Leadership"
F2005,GMBA,Corporate Finance,GMBA_Aug24,4,2024-08-05,74.95512517385383,39,"[5, 7, 22, 15]","Regression, Forecasting","Machine Learning, Leadership"
F2005,GMBA,Corporate Finance,GMBA_Aug24,5,2024-04-02,83.24408066857644,35,"[1, 18, 22, 18]","Forecasting, Stats","Machine Learning, Optimization"
F2005,GMBA,Corporate Finance,GMBA_Aug24,6,2024-08-13,80.80364888485312,42,"[3, 17, 22, 11]","Forecasting, Regression","Optimization, Leadership"
F2005,GMBA,Leadership,GMBA_Feb24,1,2024-07-04,67.14861123698084,51,"[1, 12, 15, 23]","Forecasting, Regression","Strategy, Machine Learning"
F2005,GMBA,Leadership,GMBA_Feb24,2,2024-02-03,81.54610843364583,48,"[4, 9, 30, 12]","Regression, Forecasting","Machine Learning, Optimization"
F2005,GMBA,Leadership,GMBA_Feb24,3,2024-06-27,77.39958644201653,50,"[3, 7, 25, 15]","Forecasting, Simulation","Leadership, Machine Learning"
F2005,GMBA,Leadership,GMBA_Feb24,4,2024-03-22,72.71517388395094,53,"[2, 17, 26, 17]","Forecasting, Simulation","Strategy, Leadership"
F2005,GMBA,Leadership,GMBA_Feb24,5,2024-10-07,84.1533586388722,58,"[5, 20, 23, 11]","Simulation, Regression","Machine Learning, Optimization"
F2005,GMBA,Leadership,GMBA_Feb24,6,2024-06-09,87.82958260191985,60,"[3, 9, 27, 20]","Stats, Forecasting","Leadership, Strategy"
F2005,GMBA,Leadership,GMBA_Aug24,1,2024-10-20,84.98995889195447,53,"[5, 10, 19, 19]","Forecasting, Stats","Optimization, Leadership"
F2005,GMBA,Leadership,GMBA_Aug24,2,2024-01-01,73.71929245098569,51,"[1, 7, 21, 19]","Regression, Forecasting","Optimization, Machine Learning"
F2005,GMBA,Leadership,GMBA_Aug24,3,2024-06-25,76.48473692749133,38,"[5, 9, 27, 16]","Forecasting, Stats","Leadership, Strategy"
F2005,GMBA,Leadership,GMBA_Aug24,4,2024-09-15,76.34655442735462,57,"[3, 15, 30, 14]","Stats, Forecasting","Machine Learning, Optimization"
F2005,GMBA,Leadership,GMBA_Aug24,5,2024-12-26,69.47087248901249,49,"[4, 7, 15, 23]","Forecasting, Simulation","Optimization, Machine Learning"
F2005,GMBA,Leadership,GMBA_Aug24,6,2024-09-13,80.41815848090067,42,"[2, 12, 17, 12]","Regression, Forecasting","Leadership, Strategy"
F2005,GMBA,Strategy,GMBA_Feb24,1,2024-05-17,81.07498516143654,38,"[3, 12, 17, 8]","Forecasting, Stats","Optimization, Machine Learning"
F2005,GMBA,Strategy,GMBA_Feb24,2,2024-08-28,82.10726955870393,48,"[5, 13, 21, 24]","Forecasting, Simulation","Machine Learning, Leadership"
F2005,GMBA,Strategy,GMBA_Feb24,3,2024-12-17,79.0250654994717,46,"[1, 17, 24, 8]","Regression, Forecasting","Strategy, Optimization"
F2005,GMBA,Strategy,GMBA_Feb24,4,2024-12-10,93.60338660141498,55,"[3, 17, 28, 23]","Stats, Regression","Leadership, Strategy"
F2005,GMBA,Strategy,GMBA_Feb24,5,2024-02-17,78.53703048455345,56,"[1, 16, 16, 7]","Forecasting, Regression","Leadership, Machine Learning"
F2005,GMBA,Strategy,GMBA_Feb24,6,2024-07-21,68.83658246386942,56,"[1, 20, 19, 11]","Stats, Forecasting","Leadership, Optimization"
F2005,GMBA,Strategy,GMBA_Aug24,1,2024-10-14,87.70768721865431,49,"[1, 14, 23, 14]","Stats, Forecasting","Optimization, Machine Learning"
F2005,GMBA,Strategy,GMBA_Aug24,2,2024-12-26,67.5436144138337,46,"[1, 8, 27, 16]","Simulation, Stats","Optimization, Leadership"
F2005,GMBA,Strategy,GMBA_Aug24,3,2024-06-18,70.21084394159327,46,"[5, 13, 30, 16]","Forecasting, Simulation","Leadership, Optimization"
F2005,GMBA,Strategy,GMBA_Aug24,4,2024-05-17,79.68400853632978,55,"[5, 12, 30, 20]","Forecasting, Regression","Strategy, Optimization"
F2005,GMBA,Strategy,GMBA_Aug24,5,2024-10-14,81.09780734991796,58,"[3, 10, 20, 9]","Stats, Regression","Optimization, Machine Learning"
F2005,GMBA,Strategy,GMBA_Aug24,6,2024-12-11,73.59920716553748,37,"[3, 8, 29, 23]","Simulation, Forecasting","Optimization, Strategy"
F2006,MGB,Applied Statistics,MGB_Jan24,1,2024-10-28,78.16839887615372,57,"[4, 16, 21, 12]","Regression, Simulation","Leadership, Optimization"
F2006,MGB,Applied Statistics,MGB_Jan24,2,2024-09-15,83.23140634801979,35,"[1, 8, 24, 12]","Simulation, Stats","Optimization, Machine Learning"
F2006,MGB,Applied Statistics,MGB_Jan24,3,2024-06-17,71.890331898936,49,"[3, 10, 16, 7]","Forecasting, Simulation","Optimization, Machine Learning"
F2006,MGB,Applied Statistics,MGB_Jan24,4,2024-07-07,86.82159863482954,35,"[2, 19, 25, 15]","Simulation, Stats","Machine Learning, Optimization"
F2006,MGB,Applied Statistics,MGB_Jan24,5,2024-01-18,82.57734770378951,39,"[1, 13, 15, 17]","Stats, Forecasting","Optimization, Strategy"
F2006,MGB,Applied Statistics,MGB_Jan24,6,2024-06-02,75.9984192069927,53,"[1, 8, 23, 7]","Simulation, Regression","Leadership, Strategy"
F2006,MGB,Applied Statistics,MGB_Jun24,1,2024-09-06,82.75289983448464,49,"[4, 10, 21, 22]","Forecasting, Regression","Optimization, Strategy"
F2006,MGB,Applied Statistics,MGB_Jun24,2,2024-05-04,88.2923028530462,36,"[1, 11, 18, 11]","Stats, Regression","Optimization, Leadership"
F2006,MGB,Applied Statistics,MGB_Jun24,3,2024-02-04,78.50811618743322,36,"[2, 20, 25, 25]","Regression, Stats","Strategy, Leadership"
F2006,MGB,Applied Statistics,MGB_Jun24,4,2024-08-07,82.12897880730293,36,"[1, 13, 18, 25]","Regression, Stats","Optimization, Leadership"
F2006,MGB,Applied Statistics,MGB_Jun24,5,2024-11-16,72.09908884473217,58,"[2, 18, 30, 9]","Simulation, Stats","Optimization, Strategy"
F2006,MGB,Applied Statistics,MGB_Jun24,6,2024-07-16,79.42856455230265,56,"[4, 12, 23, 14]","Stats, Forecasting","Machine Learning, Leadership"
F2006,MGB,Digital Marketing,MGB_Jan24,1,2024-12-04,80.47139343620329,56,"[1, 15, 29, 7]","Simulation, Forecasting","Machine Learning, Leadership"
F2006,MGB,Digital Marketing,MGB_Jan24,2,2024-10-08,76.31953416260139,57,"[1, 19, 28, 8]","Simulation, Regression","Leadership, Machine Learning"
F2006,MGB,Digital Marketing,MGB_Jan24,3,2024-01-10,75.48688249947803,42,"[3, 12, 20, 19]","Forecasting, Stats","Strategy, Optimization"
F2006,MGB,Digital Marketing,MGB_Jan24,4,2024-05-25,81.08665354228663,48,"[2, 12, 24, 21]","Simulation, Forecasting","Machine Learning, Optimization"
F2006,MGB,Digital Marketing,MGB_Jan24,5,2024-06-26,76.19254755848833,52,"[1, 13, 15, 8]","Forecasting, Simulation","Leadership, Strategy"
F2006,MGB,Digital Marketing,MGB_Jan24,6,2024-04-10,91.07284004714782,40,"[5, 9, 22, 22]","Forecasting, Regression","Leadership, Optimization"
F2006,MGB,Digital Marketing,MGB_Jun24,1,2024-12-25,76.90409143818638,48,"[5, 8, 24, 16]","Stats, Regression","Machine Learning, Optimization"
F2006,MGB,Digital Marketing,MGB_Jun24,2,2024-02-19,79.34949776055868,44,"[2, 17, 29, 25]","Simulation, Regression","Optimization, Leadership"
F2006,MGB,Digital Marketing,MGB_Jun24,3,2024-02-27,90.12501724963971,52,"[4, 16, 23, 11]","Stats, Regression","Optimization, Machine Learning"
F2006,MGB,Digital Marketing,MGB_Jun24,4,2024-11-22,72.00665241474469,48,"[1, 8, 29, 11]","Regression, Stats","Leadership, Optimization"
F2006,MGB,Digital Marketing,MGB_Jun24,5,2024-05-14,80.22275994436559,55,"[2, 20, 18, 23]","Simulation, Regression","Machine Learning, Leadership"
F2006,MGB,Digital Marketing,MGB_Jun24,6,2024-11-01,76.89340133489986,37,"[5, 17, 26, 18]","Simulation, Stats","Leadership, Strategy"
F2006,MGB,Supply Chain,MGB_Jan24,1,2024-10-14,80.8830535639345,60,"[1, 10, 29, 8]","Regression, Stats","Leadership, Optimization"
F2006,MGB,Supply Chain,MGB_Jan24,2,2024-10-11,82.24633959149624,50,"[4, 11, 17, 15]","Stats, Forecasting","Optimization, Strategy"
F2006,MGB,Supply Chain,MGB_Jan24,3,2024-09-15,90.00555396678034,40,"[2, 11, 26, 16]","Stats, Regression","Optimization, Strategy"
F2006,MGB,Supply Chain,MGB_Jan24,4,2024-03-06,72.6964176758498,46,"[1, 20, 28, 22]","Simulation, Forecasting","Leadership, Optimization"
F2006,MGB,Supply Chain,MGB_Jan24,5,2024-09-17,84.13613413917244,35,"[1, 11, 27, 19]","Forecasting, Regression","Strategy, Optimization"
F2006,MGB,Supply Chain,MGB_Jan24,6,2024-05-04,77.28889066307805,56,"[2, 12, 30, 20]","Simulation, Stats","Optimization, Leadership"
F2006,MGB,Supply Chain,MGB_Jun24,1,2024-10-09,88.08849114612228,38,"[5, 16, 28, 19]","Regression, Stats","Leadership, Strategy"
F2006,MGB,Supply Chain,MGB_Jun24,2,2024-12-01,70.98717043575074,58,"[5, 15, 24, 19]","Forecasting, Simulation","Optimization, Strategy"
F2006,MGB,Supply Chain,MGB_Jun24,3,2024-09-16,86.63708187038263,46,"[5, 19, 28, 7]","Stats, Simulation","Leadership, Strategy"
F2006,MGB,Supply Chain,MGB_Jun24,4,2024-11-15,70.83016512481407,43,"[5, 13, 20, 14]","Forecasting, Simulation","Strategy, Machine Learning"
F2006,MGB,Supply Chain,MGB_Jun24,5,2024-01-27,75.65198575169904,60,"[5, 12, 15, 15]","Simulation, Stats","Leadership, Machine Learning"
F2006,MGB,Supply Chain,MGB_Jun24,6,2024-07-27,94.21349582406506,52,"[3, 8, 16, 16]","Regression, Simulation","Machine Learning, Strategy"
F2006,MGB,Project Management,MGB_Jan24,1,2024-03-03,80.94063615979171,46,"[1, 14, 24, 7]","Regression, Stats","Machine Learning, Strategy"
F2006,MGB,Project Management,MGB_Jan24,2,2024-01-07,77.19197449397919,57,"[3, 15, 23, 15]","Stats, Forecasting","Machine Learning, Leadership"
F2006,MGB,Project Management,MGB_Jan24,3,2024-12-02,82.49882129600212,51,"[2, 9, 19, 9]","Forecasting, Simulation","Optimization, Strategy"
F2006,MGB,Project Management,MGB_Jan24,4,2024-10-04,84.33311876970052,46,"[4, 19, 23, 10]","Stats, Simulation","Optimization, Machine Learning"
F2006,MGB,Project Management,MGB_Jan24,5,2024-02-24,87.08578937796277,48,"[3, 9, 16, 10]","Forecasting, Stats","Strategy, Optimization"
F2006,MGB,Project Management,MGB_Jan24,6,2024-11-23,81.51656776475909,37,"[4, 14, 23, 19]","Stats, Regression","Optimization, Strategy"
F2006,MGB,Project Management,MGB_Jun24,1,2024-02-06,76.18755521705907,51,"[1, 11, 18, 18]","Stats, Regression","Strategy, Leadership"
F2006,MGB,Project Management,MGB_Jun24,2,2024-12-22,75.22389632974087,43,"[2, 11, 19, 17]","Forecasting, Simulation","Leadership, Machine Learning"
F2006,MGB,Project Management,MGB_Jun24,3,2024-08-01,76.5418131481646,50,"[1, 15, 30, 9]","Regression, Stats","Machine Learning, Optimization"
F2006,MGB,Project Management,MGB_Jun24,4,2024-05-28,75.52545408240819,48,"[4, 9, 27, 18]","Regression, Simulation","Leadership, Optimization"
F2006,MGB,Project Management,MGB_Jun24,5,2024-11-25,91.27222061803629,36,"[4, 11, 23, 25]","Simulation, Stats","Leadership, Optimization"
F2006,MGB,Project Management,MGB_Jun24,6,2024-12-20,77.70274086437098,45,"[4, 19, 28, 23]","Stats, Forecasting","Machine Learning, Optimization"
F2007,MGB,Applied Statistics,MGB_Jan24,1,2024-04-17,88.76924517801405,49,"[4, 10, 25, 13]","Forecasting, Stats","Optimization, Leadership"
F2007,MGB,Applied Statistics,MGB_Jan24,2,2024-10-18,66.06541751907565,55,"[2, 7, 29, 24]","Stats, Forecasting","Leadership, Strategy"
F2007,MGB,Applied Statistics,MGB_Jan24,3,2024-09-23,73.95841187255351,51,"[4, 19, 18, 23]","Forecasting, Regression","Leadership, Machine Learning"
F2007,MGB,Applied Statistics,MGB_Jan24,4,2024-03-07,59.42636798236687,38,"[3, 14, 25, 14]","Stats, Regression","Strategy, Optimization"
F2007,MGB,Applied Statistics,MGB_Jan24,5,2024-01-15,92.50296587443337,35,"[5, 20, 18, 19]","Regression, Forecasting","Optimization, Leadership"
F2007,MGB,Applied Statistics,MGB_Jan24,6,2024-12-18,84.13064243641895,59,"[5, 14, 21, 25]","Stats, Simulation","Optimization, Strategy"
F2007,MGB,Applied Statistics,MGB_Jun24,1,2024-09-15,84.81419210911879,45,"[5, 18, 19, 17]","Forecasting, Simulation","Machine Learning, Optimization"
F2007,MGB,Applied Statistics,MGB_Jun24,2,2024-05-20,85.49174800374745,51,"[3, 14, 18, 20]","Simulation, Stats","Strategy, Optimization"
F2007,MGB,Applied Statistics,MGB_Jun24,3,2024-07-28,77.78220547324824,46,"[2, 12, 15, 15]","Forecasting, Simulation","Leadership, Optimization"
F2007,MGB,Applied Statistics,MGB_Jun24,4,2024-12-16,80.86443743483277,52,"[3, 13, 15, 15]","Simulation, Regression","Leadership, Machine Learning"
F2007,MGB,Applied Statistics,MGB_Jun24,5,2024-01-01,75.75513994793944,46,"[4, 19, 27, 8]","Forecasting, Simulation","Strategy, Leadership"
F2007,MGB,Applied Statistics,MGB_Jun24,6,2024-02-19,75.61231353481993,57,"[4, 14, 30, 10]","Regression, Stats","Machine Learning, Strategy"
F2007,MGB,Digital Marketing,MGB_Jan24,1,2024-01-13,85.83273583613277,52,"[5, 20, 19, 16]","Simulation, Regression","Machine Learning, Leadership"
F2007,MGB,Digital Marketing,MGB_Jan24,2,2024-07-07,77.67007173853484,44,"[1, 12, 28, 13]","Regression, Forecasting","Optimization, Machine Learning"
F2007,MGB,Digital Marketing,MGB_Jan24,3,2024-03-10,68.55588423722483,44,"[4, 9, 29, 14]","Simulation, Forecasting","Strategy, Leadership"
F2007,MGB,Digital Marketing,MGB_Jan24,4,2024-05-02,68.68820587080651,39,"[4, 9, 30, 22]","Stats, Regression","Machine Learning, Leadership"
F2007,MGB,Digital Marketing,MGB_Jan24,5,2024-08-02,75.97011226985005,52,"[4, 16, 23, 24]","Stats, Regression","Strategy, Optimization"
F2007,MGB,Digital Marketing,MGB_Jan24,6,2024-04-27,82.76635073756715,53,"[3, 7, 16, 25]","Simulation, Regression","Leadership, Machine Learning"
F2007,MGB,Digital Marketing,MGB_Jun24,1,2024-01-04,79.16694214032267,39,"[3, 11, 18, 15]","Regression, Stats","Strategy, Leadership"
F2007,MGB,Digital Marketing,MGB_Jun24,2,2024-04-06,70.73629162924753,53,"[5, 14, 16, 7]","Regression, Stats","Leadership, Optimization"
F2007,MGB,Digital Marketing,MGB_Jun24,3,2024-04-28,75.2653999948607,55,"[4, 7, 21, 10]","Regression, Simulation","Machine Learning, Leadership"
F2007,MGB,Digital Marketing,MGB_Jun24,4,2024-08-11,81.69463173625977,37,"[2, 8, 19, 15]","Stats, Forecasting","Leadership, Machine Learning"
F2007,MGB,Digital Marketing,MGB_Jun24,5,2024-02-26,88.26134866859239,58,"[2, 12, 19, 18]","Simulation, Stats","Machine Learning, Leadership"
F2007,MGB,Digital Marketing,MGB_Jun24,6,2024-04-16,66.44505495234563,50,"[2, 20, 29, 10]","Stats, Regression","Optimization, Strategy"
F2007,MGB,Supply Chain,MGB_Jan24,1,2024-11-18,85.01544904835897,56,"[3, 13, 24, 8]","Forecasting, Simulation","Machine Learning, Optimization"
F2007,MGB,Supply Chain,MGB_Jan24,2,2024-03-12,79.0277768966581,56,"[5, 14, 18, 24]","Regression, Stats","Leadership, Strategy"
F2007,MGB,Supply Chain,MGB_Jan24,3,2024-06-03,78.76231737541316,35,"[5, 15, 17, 18]","Simulation, Stats","Leadership, Strategy"
F2007,MGB,Supply Chain,MGB_Jan24,4,2024-03-28,69.96332439200036,57,"[4, 11, 23, 18]","Regression, Stats","Optimization, Strategy"
F2007,MGB,Supply Chain,MGB_Jan24,5,2024-08-19,86.38873432155886,37,"[2, 14, 19, 14]","Forecasting, Regression","Optimization, Strategy"
F2007,MGB,Supply Chain,MGB_Jan24,6,2024-10-12,77.100970607996,53,"[2, 17, 25, 15]","Forecasting, Simulation","Machine Learning, Leadership"
F2007,MGB,Supply Chain,MGB_Jun24,1,2024-05-21,73.99593958738018,54,"[4, 19, 18, 25]","Simulation, Forecasting","Leadership, Machine Learning"
F2007,MGB,Supply Chain,MGB_Jun24,2,2024-09-02,89.54567221670102,43,"[2, 19, 20, 11]","Stats, Forecasting","Leadership, Strategy"
F2007,MGB,Supply Chain,MGB_Jun24,3,2024-02-22,84.21867158900126,48,"[3, 8, 19, 15]","Regression, Forecasting","Strategy, Optimization"
F2007,MGB,Supply Chain,MGB_Jun24,4,2024-12-08,93.44670286514327,52,"[3, 20, 18, 7]","Stats, Forecasting","Machine Learning, Optimization"
F2007,MGB,Supply Chain,MGB_Jun24,5,2024-09-26,70.22596418229209,49,"[3, 15, 22, 20]","Simulation, Stats","Strategy, Leadership"
F2007,MGB,Supply Chain,MGB_Jun24,6,2024-06-17,76.63072417429461,44,"[5, 7, 24, 10]","Regression, Stats","Optimization, Leadership"
F2007,MGB,Project Management,MGB_Jan24,1,2024-11-13,82.08198312585469,59,"[1, 18, 16, 8]","Simulation, Regression","Strategy, Leadership"
F2007,MGB,Project Management,MGB_Jan24,2,2024-03-18,71.8935801846012,42,"[1, 8, 17, 10]","Forecasting, Simulation","Leadership, Strategy"
F2007,MGB,Project Management,MGB_Jan24,3,2024-06-22,84.19508668611829,60,"[3, 11, 24, 17]","Simulation, Stats","Optimization, Strategy"
F2007,MGB,Project Management,MGB_Jan24,4,2024-07-23,87.12877468212169,50,"[5, 7, 29, 20]","Stats, Regression","Machine Learning, Optimization"
F2007,MGB,Project Management,MGB_Jan24,5,2024-10-20,88.64162043667312,48,"[3, 14, 15, 10]","Simulation, Regression","Optimization, Leadership"
F2007,MGB,Project Management,MGB_Jan24,6,2024-01-07,82.28101775301755,44,"[4, 14, 26, 11]","Simulation, Regression","Leadership, Optimization"
F2007,MGB,Project Management,MGB_Jun24,1,2024-05-02,77.15702929713744,60,"[5, 10, 15, 12]","Regression, Simulation","Machine Learning, Strategy"
F2007,MGB,Project Management,MGB_Jun24,2,2024-03-12,83.64259163035375,41,"[2, 18, 17, 21]","Forecasting, Simulation","Machine Learning, Optimization"
F2007,MGB,Project Management,MGB_Jun24,3,2024-03-04,86.20771568265805,53,"[5, 18, 15, 7]","Stats, Regression","Machine Learning, Optimization"
F2007,MGB,Project Management,MGB_Jun24,4,2024-09-10,80.56786858230504,51,"[5, 17, 22, 22]","Regression, Stats","Machine Learning, Leadership"
F2007,MGB,Project Management,MGB_Jun24,5,2024-03-25,57.50261778957952,39,"[5, 15, 30, 14]","Forecasting, Simulation","Strategy, Optimization"
F2007,MGB,Project Management,MGB_Jun24,6,2024-12-24,84.84665127898404,53,"[5, 17, 16, 19]","Simulation, Stats","Strategy, Optimization"
F2008,MGB,Applied Statistics,MGB_Jan24,1,2024-08-24,76.64544038852381,51,"[1, 19, 23, 7]","Forecasting, Stats","Leadership, Optimization"
F2008,MGB,Applied Statistics,MGB_Jan24,2,2024-06-08,93.52519285964583,55,"[3, 19, 20, 16]","Stats, Regression","Leadership, Machine Learning"
F2008,MGB,Applied Statistics,MGB_Jan24,3,2024-06-14,86.10603684867131,49,"[5, 17, 24, 25]","Stats, Regression","Optimization, Leadership"
F2008,MGB,Applied Statistics,MGB_Jan24,4,2024-07-26,72.28656137081721,44,"[3, 20, 17, 15]","Forecasting, Simulation","Optimization, Machine Learning"
F2008,MGB,Applied Statistics,MGB_Jan24,5,2024-10-08,63.4247145098489,44,"[1, 11, 23, 18]","Forecasting, Regression","Strategy, Optimization"
F2008,MGB,Applied Statistics,MGB_Jan24,6,2024-12-05,74.68839332139359,42,"[1, 8, 19, 22]","Simulation, Regression","Leadership, Optimization"
F2008,MGB,Applied Statistics,MGB_Jun24,1,2024-01-20,78.43132756665968,58,"[2, 13, 23, 25]","Forecasting, Simulation","Leadership, Strategy"
F2008,MGB,Applied Statistics,MGB_Jun24,2,2024-02-17,83.48920430550601,49,"[3, 12, 19, 24]","Forecasting, Simulation","Optimization, Leadership"
F2008,MGB,Applied Statistics,MGB_Jun24,3,2024-12-12,87.16378696812745,36,"[5, 7, 22, 25]","Simulation, Stats","Strategy, Optimization"
F2008,MGB,Applied Statistics,MGB_Jun24,4,2024-06-11,70.61377090353942,47,"[5, 18, 17, 10]","Stats, Regression","Strategy, Leadership"
F2008,MGB,Applied Statistics,MGB_Jun24,5,2024-08-14,66.89744978389358,48,"[3, 16, 21, 24]","Regression, Stats","Optimization, Machine Learning"
F2008,MGB,Applied Statistics,MGB_Jun24,6,2024-09-02,80.84635362456464,53,"[3, 12, 21, 15]","Regression, Stats","Leadership, Strategy"
F2008,MGB,Digital Marketing,MGB_Jan24,1,2024-09-06,80.98447064705715,35,"[1, 16, 30, 13]","Regression, Forecasting","Machine Learning, Leadership"
F2008,MGB,Digital Marketing,MGB_Jan24,2,2024-11-11,64.60617139060254,36,"[4, 7, 26, 22]","Simulation, Regression","Machine Learning, Leadership"
